Name,Att.rush,Yds.rush,TD.rush,Rec.catch,Yds.catch,TD.catch,Cmp.pass,Att.pass,Yds.pass,TD.pass,Int.pass,FGA,FGM,XPM,Fmb,Tm,Pos
Antonio Gates,0,0,0,13,141,1,0,0,0,0,0,0,0,0,0,LAC,WR
Antony Auclair,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,TAM,te
Austin Carr,0,0,0,7,82,0,0,0,0,0,0,0,0,0,0,NOR,wr
Austin Ekeler,59,345,0,20,246,3,0,0,0,0,0,0,0,0,1,LAC,rb
Austin Hooper,0,0,0,46,418,3,0,0,0,0,0,0,0,0,0,ATL,te
Austin Seferian-Jenkins,0,0,0,11,90,1,0,0,0,0,0,0,0,0,0,JAX,te
Baker Mayfield,21,111,0,0,0,0,176,285,1984,13,7,0,0,0,5,CLE,qb
Ben Braunecker,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,CHI,NA
Bennie Fowler,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,NYG,wr
Benny Cunningham,4,8,0,1,9,0,0,0,0,0,0,0,0,0,0,CHI,NA
Ben Roethlisberger,20,75,2,1,-1,0,244,369,2888,21,7,0,0,0,6,PIT,qb
Ben Watson,0,0,0,27,293,2,0,0,0,0,0,0,0,0,0,NOR,te
Bilal Powell,80,343,0,11,110,1,0,0,0,0,0,0,0,0,2,NYJ,rb
Blaine Gabbert,2,2,0,0,0,0,25,45,242,1,1,0,0,0,0,TEN,qb
Blake Bell,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,JAX,NA
Blake Bortles,42,269,1,0,0,0,201,328,2341,12,8,0,0,0,6,JAX,qb
Blake Jarwin,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,DAL,te
Brandin Cooks,6,41,1,51,857,3,0,0,0,0,0,0,0,0,1,LAR,wr
Brandon LaFell,0,0,0,10,106,1,0,0,0,0,0,0,0,0,0,OAK,wr
Brandon Marshall,0,0,0,11,136,1,0,0,0,0,0,0,0,0,0,SEA,wr
Brandon McManus,0,0,0,0,0,0,0,0,0,0,0,16,13,22,0,DEN,k
Brandon Powell,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,DET,NA
Brandon Weeden,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,NA
Brandon Wilds,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,NA
Brandon Zylstra,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,MIN,NA
Breshad Perriman,2,9,0,5,75,0,0,0,0,0,0,0,0,0,0,CLE,NA
Brett Maher,0,0,0,0,0,0,0,0,0,0,0,22,18,17,0,DAL,k
Brian Hoyer,6,-3,0,0,0,0,1,1,7,0,0,0,0,0,0,NWE,NA
Brian Quick,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,WAS,wr
Brock Osweiler,8,21,0,0,0,0,113,178,1247,6,4,0,0,0,1,MIA,qb
Bruce Ellington,0,0,0,8,92,1,0,0,0,0,0,0,0,0,0,HOU,wr
Bryan Anger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TAM,p
Cairo Santos,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,LAR,k
Caleb Sturgis,0,0,0,0,0,0,0,0,0,0,0,13,9,9,0,LAC,k
Calvin Ridley,5,22,0,36,500,7,0,0,0,0,0,0,0,0,1,ATL,wr
Cameron Batson,0,0,0,5,57,0,0,0,0,0,0,0,0,0,0,TEN,NA
Cameron Brate,0,0,0,15,143,3,0,0,0,0,0,0,0,0,1,TAM,te
Cameron Meredith,0,0,0,9,114,1,0,0,0,0,0,0,0,0,1,NOR,wr
Cam Newton,75,352,4,0,0,0,200,292,2086,17,5,0,0,0,5,CAR,qb
Cam Phillips,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,BUF,NA
Carlos Hyde,123,398,5,6,29,0,0,0,0,0,0,0,0,0,1,2TM,RB
Carson Wentz,23,96,0,1,4,0,191,269,2148,15,3,0,0,0,7,PHI,qb
Case Keenum,9,35,1,0,0,0,210,330,2400,11,10,0,0,0,6,DEN,qb
Chad Beebe,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,MIN,NA
Chad Kelly,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,NA
Chad Williams,0,0,0,11,113,1,0,0,0,0,0,0,0,0,0,ARI,wr
Chandler Catanzaro,0,0,0,0,0,0,0,0,0,0,0,15,11,23,0,TAM,k
Charles Clay,0,0,0,19,169,0,0,0,0,0,0,0,0,0,1,BUF,te/wr
Charone Peake,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,NYJ,NA
Chase Daniel,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,NA
Chase Edmonds,24,68,0,13,63,0,0,0,0,0,0,0,0,0,0,ARI,RB
Chester Rogers,1,-4,0,32,295,1,0,0,0,0,0,0,0,0,0,IND,wr
Chris Boswell,0,0,0,0,0,0,0,0,0,0,0,11,8,29,0,PIT,k
Chris Carson,111,497,2,8,80,0,0,0,0,0,0,0,0,0,1,SEA,rb
Chris Conley,0,0,0,15,149,2,0,0,0,0,0,0,0,0,1,KAN,wr
Chris Godwin,0,0,0,37,483,4,0,0,0,0,0,0,0,0,3,TAM,WR
Chris Hogan,0,0,0,23,333,2,0,0,0,0,0,0,0,0,0,NWE,wr
Chris Ivory,80,280,1,12,159,0,0,0,0,0,0,0,0,0,0,BUF,rb
Chris Manhertz,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,CAR,te
Chris Moore,3,14,0,12,128,0,0,0,0,0,0,0,0,0,0,BAL,WR
Chris Thompson,26,113,0,28,209,1,0,0,0,0,0,0,0,0,0,WAS,WR
Christian Kirk,2,12,0,33,418,2,0,0,0,0,0,0,0,0,0,ARI,wr
Christian McCaffrey,123,579,4,54,439,4,0,0,0,0,0,0,0,0,1,CAR,rb
Christine Michael,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,NA
Christopher Herndon,0,0,0,19,257,3,0,0,0,0,0,0,0,0,1,NYJ,te
C.J. Anderson,24,104,0,1,24,1,0,0,0,0,0,0,0,0,0,CAR,rb
C.J. Beathard,19,69,1,0,0,0,102,169,1252,8,7,0,0,0,5,SFO,qb
C.J. Ham,4,7,0,8,61,0,0,0,0,0,0,0,0,0,0,MIN,rb
C.J. Prosise,1,-3,0,3,22,0,0,0,0,0,0,0,0,0,0,SEA,NA
C.J. Uzomah,0,0,0,20,207,2,0,0,0,0,0,0,0,0,0,CIN,te
Clayton Fejedelem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CIN,db
Cody Core,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,CIN,NA
Cody Kessler,2,8,0,0,0,0,21,30,156,1,1,0,0,0,1,JAX,QB
Cody Latimer,0,0,0,6,108,0,0,0,0,0,0,0,0,0,0,NYG,wr
Cody Parkey,0,0,0,0,0,0,0,0,0,0,0,18,13,30,0,CHI,k
Cole Beasley,0,0,0,40,403,2,0,1,0,0,0,0,0,0,0,DAL,wr
Cooper Kupp,4,25,0,40,566,6,0,0,0,0,0,0,0,0,0,LAR,wr
Cordarrelle Patterson,32,146,1,12,121,2,0,0,0,0,0,0,0,0,1,NWE,rb/wr
Corey Bojorquez,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,BUF,p
Corey Clement,55,180,2,15,110,0,0,0,0,0,0,0,0,0,3,PHI,RB
Corey Coleman,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,NYG,NA
Corey Davis,1,4,0,43,576,2,0,0,0,0,0,0,0,0,1,TEN,wr
Corey Grant,13,40,0,9,67,0,0,0,0,0,0,0,0,0,0,JAX,rb
Courtland Sutton,0,0,0,20,381,2,0,0,0,0,0,0,0,0,0,DEN,wr
Curtis Samuel,4,43,2,12,124,2,0,0,0,0,0,0,0,0,1,CAR,wr
DaeSean Hamilton,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,DEN,NA
Dak Prescott,48,256,3,0,0,0,175,273,1930,11,5,0,0,0,8,DAL,qb
Dallas Goedert,0,0,0,18,188,3,0,0,0,0,0,0,0,0,0,PHI,te
Dalton Schultz,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,DAL,te
Dalvin Cook,46,187,0,13,127,0,0,0,0,0,0,0,0,0,1,MIN,rb
Damien Williams,3,1,0,3,18,0,0,0,0,0,0,0,0,0,0,KAN,NA
Damiere Byrd,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,CAR,NA
Damion Ratley,0,0,0,12,142,0,0,0,0,0,0,0,0,0,0,CLE,wr
Dan Arnold,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,NOR,te
Dan Bailey,0,0,0,0,0,0,0,0,0,0,0,15,12,16,0,MIN,k
Dane Cruikshank,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,TEN,NA
Danny Amendola,0,0,0,47,456,1,1,1,28,1,0,0,0,0,0,MIA,wr
Dante Pettis,0,0,0,7,108,1,0,0,0,0,0,0,0,0,2,SFO,wr
Darius Jennings,0,0,0,5,55,0,1,1,21,0,0,0,0,0,0,TEN,NA
Darren Fells,0,0,0,6,90,1,0,0,0,0,0,0,0,0,0,CLE,te
Darren Sproles,5,10,0,4,22,0,0,0,0,0,0,0,0,0,0,PHI,rb
Darrius Heyward-Bey,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,PIT,wr
Davante Adams,0,0,0,62,787,9,0,0,0,0,0,0,0,0,0,GNB,wr
David Fluellen,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,NA
David Grinnage,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,JAX,te
David Johnson,143,492,6,31,292,2,0,0,0,0,0,0,0,0,2,ARI,rb
David Moore,1,5,0,14,253,4,0,0,0,0,0,0,0,0,1,SEA,wr
David Morgan,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,MIN,te
David Njoku,0,0,0,36,368,2,0,0,0,0,0,0,0,0,0,CLE,te
David Williams,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,NA
DeAndre Carter,0,0,0,2,21,0,0,0,0,0,0,0,0,0,1,PHI,wr
DeAndre Hopkins,1,-7,0,63,894,7,0,1,0,0,0,0,0,0,1,HOU,wr
DeAndre Washington,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,OAK,NA
De'Anthony Thomas,1,6,0,3,29,1,0,0,0,0,0,0,0,0,1,KAN,NA
Dede Westbrook,5,27,0,38,465,3,0,0,0,0,0,0,0,0,2,JAX,wr
De'Lance Turner,1,4,0,2,17,0,0,0,0,0,0,0,0,0,0,BAL,NA
Delanie Walker,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,TEN,te
Demarcus Robinson,0,0,0,10,81,1,0,0,0,0,0,0,0,0,0,KAN,wr
Demaryius Thomas,0,0,0,39,463,3,0,0,0,0,0,0,0,0,0,2TM,WR
Demetrius Harris,0,0,0,5,94,2,0,0,0,0,0,0,0,0,0,KAN,te
Deontay Burnett,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Deonte Thompson,0,0,0,14,124,0,0,0,0,0,0,0,0,0,0,DAL,wr
Derek Anderson,1,-1,0,0,0,0,42,70,465,0,4,0,0,0,3,BUF,qb/wr
Derek Carr,18,43,1,0,0,0,228,320,2441,10,8,0,0,0,5,OAK,qb
Derek Carrier,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,OAK,te
Derek Watt,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,fb
Derrick Coleman,2,3,0,2,17,0,0,0,0,0,0,0,0,0,0,ARI,fb
Derrick Henry,101,358,4,8,54,0,1,1,8,0,0,0,0,0,0,TEN,rb
Derrick Willies,0,0,0,3,61,0,0,0,0,0,0,0,0,0,1,CLE,NA
DeSean Jackson,4,19,1,33,693,4,0,0,0,0,0,0,0,0,0,TAM,wr
Deshaun Watson,50,268,1,0,0,0,185,285,2389,17,7,0,0,0,7,HOU,qb
DeShone Kizer,0,0,0,0,0,0,4,7,55,0,1,0,0,0,0,GNB,NA
Detrez Newsome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,NA
Devante Parker,0,0,0,14,225,0,0,0,0,0,0,0,0,0,0,MIA,wr
Devin Funchess,0,0,0,39,477,3,0,0,0,0,0,0,0,0,0,CAR,wr
Devontae Booker,25,144,1,22,158,0,0,0,0,0,0,0,0,0,1,DEN,RB
Devonta Freeman,14,68,0,5,23,0,0,0,0,0,0,0,0,0,0,ATL,rb
Dion Dawkins,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,BUF,lt
Dion Lewis,112,396,1,35,270,1,0,0,0,0,0,0,0,0,1,TEN,rb
Dion Sims,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,CHI,te
DJ Chark,0,0,0,12,159,0,0,0,0,0,0,0,0,0,1,JAX,WR
D.J. Moore,8,122,0,23,317,1,0,0,0,0,0,0,0,0,3,CAR,wr
Donte Moncrief,0,0,0,32,477,3,0,0,0,0,0,0,0,0,1,JAX,wr
Dontrelle Inman,0,0,0,10,93,0,0,0,0,0,0,0,0,0,0,IND,wr
Dontrell Hilliard,0,0,0,2,30,0,0,1,0,0,1,0,0,0,0,CLE,NA
Doug Baldwin,0,0,0,23,275,0,0,0,0,0,0,0,0,0,0,SEA,wr
Doug Martin,66,281,0,10,73,0,0,0,0,0,0,0,0,0,1,OAK,rb
Drew Brees,20,28,3,1,1,0,235,304,2601,21,1,0,0,0,2,NOR,qb
Duke Johnson,26,130,0,33,312,3,0,0,0,0,0,0,0,0,1,CLE,rb
Dustin Hopkins,0,0,0,0,0,0,0,0,0,0,0,19,17,17,0,WAS,k
Dwayne Allen,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,NWE,te
Dwayne Harris,2,12,0,5,31,0,0,0,0,0,0,0,0,0,1,OAK,NA
Dwayne Washington,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,RB
Ed Dickson,0,0,0,3,78,1,0,0,0,0,0,0,0,0,0,SEA,p
Elijah McGuire,12,53,0,6,64,0,0,0,0,0,0,0,0,0,0,NYJ,RB
Elijhaa Penny,1,2,0,2,12,0,0,0,0,0,0,0,0,0,0,NYG,rb
Eli Manning,11,19,0,0,0,0,234,346,2565,11,6,0,0,0,4,NYG,qb
Emmanuel Sanders,3,47,1,56,707,3,1,1,28,1,0,0,0,0,1,DEN,wr
Equanimeous St. Brown,0,0,0,9,146,0,0,0,0,0,0,0,0,0,0,GNB,wr
Eric Ebron,2,1,1,39,463,9,0,0,0,0,0,0,0,0,0,IND,te
Eric Saubert,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,ATL,NA
Eric Tomlinson,0,0,0,7,61,0,0,0,0,0,0,0,0,0,0,NYJ,te
Erik Swoope,0,0,0,7,83,3,0,0,0,0,0,0,0,0,0,IND,te
Evan Engram,1,10,0,21,191,2,0,0,0,0,0,0,0,0,0,NYG,te
Ezekiel Elliott,168,831,4,35,262,2,0,0,0,0,0,0,0,0,3,DAL,rb
Frank Gore,117,528,0,9,80,1,0,0,0,0,0,0,0,0,0,MIA,rb
Garrett Celek,0,0,0,3,29,1,0,0,0,0,0,0,0,0,0,SFO,NA
Geno Smith,3,-3,0,0,0,0,1,1,8,0,0,0,0,0,0,LAC,NA
Geoff Swaim,0,0,0,22,218,1,0,0,0,0,0,0,0,0,0,DAL,te
George Kittle,0,0,0,50,775,3,0,0,0,0,0,0,0,0,0,SFO,te
Gerald Everett,0,0,0,15,161,1,0,0,0,0,0,0,0,0,0,LAR,WR
Geronimo Allison,0,0,0,20,303,2,0,0,0,0,0,0,0,0,1,GNB,wr
Giorgio Tavecchio,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,ATL,k
Giovani Bernard,36,161,3,16,108,0,0,0,0,0,0,0,0,0,0,CIN,rb
Golden Tate,3,42,0,46,536,3,0,0,0,0,0,0,0,0,1,2TM,WR
Graham Gano,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,CAR,k
Greg Joseph,0,0,0,0,0,0,0,0,0,0,0,13,11,10,0,CLE,k
Greg Olsen,0,0,0,22,258,3,0,0,0,0,0,0,0,0,0,CAR,te
Greg Zuerlein,0,0,0,0,0,0,0,0,0,0,0,16,14,14,0,LAR,k
Gus Edwards,15,64,0,1,7,0,0,0,0,0,0,0,0,0,0,BAL,RB
Hakeem Valles,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,DET,NA
Harrison Butker,0,0,0,0,0,0,0,0,0,0,0,17,16,41,0,KAN,k
Hayden Hurst,1,0,0,4,57,1,0,0,0,0,0,0,0,0,0,BAL,NA
Ian Thomas,0,0,0,11,87,0,0,0,0,0,0,0,0,0,0,CAR,te
Isaiah Crowell,114,552,6,13,111,0,0,0,0,0,0,0,0,0,0,NYJ,rb
Isaiah McKenzie,3,32,0,1,14,0,0,0,0,0,0,0,0,0,0,2TM,NA
Ito Smith,53,189,4,17,114,0,0,0,0,0,0,0,0,0,1,ATL,RB
Jack Doyle,0,0,0,18,186,1,0,0,0,0,0,0,0,0,1,IND,te
Jacob Hollister,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,NWE,wr
Jacoby Brissett,4,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,IND,NA
Jacquizz Rodgers,16,39,0,21,177,0,0,0,0,0,0,0,0,0,1,TAM,WR
Jake Butt,0,0,0,8,85,0,0,0,0,0,0,0,0,0,0,DEN,te
Jake Elliott,0,0,0,0,0,0,0,0,0,0,0,18,14,20,0,PHI,k
Jakeem Grant,1,5,0,21,268,2,0,0,0,0,0,0,0,0,0,MIA,wr
Jalen Richard,18,57,0,48,400,0,0,0,0,0,0,0,0,0,0,OAK,rb
Jamaal Charles,6,7,0,2,7,0,0,0,0,0,0,0,0,0,0,JAX,NA
Jamaal Williams,73,270,1,10,77,0,0,0,0,0,0,0,0,0,0,GNB,rb
Jamal Agnew,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,NA
Jameis Winston,19,109,1,0,0,0,96,148,1181,6,10,0,0,0,4,TAM,qb
James Conner,164,771,10,39,387,1,0,0,0,0,0,0,0,0,3,PIT,rb
James Develin,1,1,1,8,32,0,0,0,0,0,0,0,0,0,0,NWE,fb
James O'Shaughnessy,0,0,0,14,147,0,0,0,0,0,0,0,0,0,0,JAX,te
James Washington,0,0,0,7,66,1,0,0,0,0,0,0,0,0,0,PIT,wr
James White,61,230,4,66,562,6,0,0,0,0,0,0,0,0,0,NWE,rb
Jamison Crowder,3,35,0,13,134,1,0,0,0,0,0,0,0,0,0,WAS,wr
Jamize Olawale,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,DAL,fb/wr
Jared Cook,0,0,0,42,546,3,0,0,0,0,0,0,0,0,0,OAK,te
Jared Goff,31,82,0,0,0,0,227,332,3134,22,6,0,0,0,4,LAR,qb
Jarius Wright,1,34,0,21,192,1,0,0,0,0,0,0,0,0,1,CAR,fb/wr
Jaron Brown,0,0,0,8,83,3,0,0,0,0,0,0,0,0,0,SEA,wr
Jarvis Landry,0,0,0,57,600,2,0,0,0,0,0,0,0,0,0,CLE,wr
Jason Croom,0,0,0,13,131,1,0,0,0,0,0,0,0,0,1,BUF,WR
Jason Myers,0,0,0,0,0,0,0,0,0,0,0,23,21,19,0,NYJ,k
Javorius Allen,39,106,3,35,196,2,0,0,0,0,0,0,0,0,1,BAL,RB
Jawill Davis,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,NYG,NA
Jay Ajayi,45,184,3,5,20,0,0,0,0,0,0,0,0,0,1,PHI,rb
Jaylen Samuels,10,26,0,3,22,1,0,0,0,0,0,0,0,0,0,PIT,RB
Jeff Driskel,3,40,1,0,0,0,6,7,84,0,0,0,0,0,0,CIN,NA
Jeff Heath,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,fs/ss
Jeff Heuerman,0,0,0,25,217,2,0,0,0,0,0,0,0,0,0,DEN,te
Jeremy Hill,4,25,0,1,6,0,0,0,0,0,0,0,0,0,0,NWE,NA
Jeremy Kerley,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,BUF,wr
Jeremy McNichols,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,NA
Jermaine Gresham,0,0,0,6,68,0,0,0,0,0,0,0,0,0,1,ARI,te
Jermaine Kearse,0,0,0,24,231,0,0,0,0,0,0,0,0,0,0,NYJ,wr
Jesse James,0,0,0,22,344,2,0,0,0,0,0,0,0,0,0,PIT,te
Jimmy Garoppolo,8,33,0,0,0,0,53,89,718,5,3,0,0,0,4,SFO,qb
Jimmy Graham,0,0,0,33,439,2,0,0,0,0,0,0,0,0,0,GNB,te
JJ Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,LAC,NA
JJ Nelson,3,5,0,4,21,0,0,0,0,0,0,0,0,0,0,ARI,wr
JK Scott,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GNB,p
J'Mon Moore,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,GNB,NA
Joe Flacco,19,45,0,0,0,0,232,379,2465,12,6,0,0,0,3,BAL,qb
Joe Mixon,116,570,4,21,139,1,0,0,0,0,0,0,0,0,0,CIN,rb
John Brown,2,4,0,34,601,4,0,0,0,0,0,0,0,0,0,BAL,lb/wr
Johnny Hekker,1,3,0,0,0,0,1,2,12,0,0,0,0,0,0,LAR,p
Johnny Townsend,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,OAK,p
John Ross,1,-3,0,9,118,3,0,0,0,0,0,0,0,0,0,CIN,wr
Jonathan Stewart,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,NA
Jonathan Williams,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NOR,NA
Jonnu Smith,0,0,0,10,122,2,0,0,0,0,0,0,0,0,1,TEN,te
Jordan Akins,0,0,0,9,89,0,0,0,0,0,0,0,0,0,0,HOU,te
Jordan Franks,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,CIN,NA
Jordan Howard,137,460,5,12,98,0,0,0,0,0,0,0,0,0,1,CHI,rb
Jordan Leggett,0,0,0,6,35,1,0,0,0,0,0,0,0,0,0,NYJ,te
Jordan Matthews,0,0,0,13,240,1,0,0,0,0,0,0,0,0,0,PHI,wr
Jordan Reed,0,0,0,37,391,1,0,0,0,0,0,0,0,0,1,WAS,te/wr
Jordan Thomas,0,0,0,9,127,3,0,0,0,0,0,0,0,0,0,HOU,te
Jordan Wilkins,53,288,0,10,42,0,0,0,0,0,0,0,0,0,1,IND,rb
Jordy Nelson,0,0,0,25,353,3,0,0,0,0,0,0,0,0,1,OAK,wr
Josh Adams,27,154,0,1,6,0,0,0,0,0,0,0,0,0,0,PHI,RB
Josh Allen,35,155,3,0,0,0,75,139,832,2,5,0,0,0,4,BUF,qb
Josh Bellamy,0,0,0,7,65,1,0,0,0,0,0,0,0,0,0,CHI,wr
Josh Doctson,0,0,0,23,236,2,0,0,0,0,0,0,0,0,0,WAS,wr
Josh Gordon,0,0,0,27,494,3,0,0,0,0,0,0,0,0,0,2TM,WR
Josh Hill,0,0,0,10,134,1,0,0,0,0,0,0,0,0,0,NOR,te
Josh Lambo,0,0,0,0,0,0,0,0,0,0,0,15,14,14,0,JAX,k
Josh Malone,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,CIN,NA
Josh McCown,1,4,0,0,0,0,17,34,135,0,2,0,0,0,0,NYJ,qb
Josh Reynolds,2,8,0,7,98,2,0,0,0,0,0,0,0,0,0,LAR,wr
Josh Rosen,10,47,0,0,0,0,116,208,1280,6,8,0,0,0,4,ARI,qb
Joshua Dobbs,2,-4,0,0,0,0,2,3,19,0,0,0,0,0,0,PIT,NA
Joshua Perkins,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,PHI,te
Jourdan Lewis,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,NA
JuJu Smith-Schuster,1,13,0,56,762,3,0,0,0,0,0,0,0,0,0,PIT,wr
Julian Edelman,5,48,0,40,426,2,2,2,43,0,0,0,0,0,1,NWE,wr
Julio Jones,1,11,0,67,1040,2,0,0,0,0,0,0,0,0,1,ATL,wr
Justin Hardee,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,NOR,NA
Justin Hardy,0,0,0,7,68,0,0,0,0,0,0,0,0,0,1,ATL,NA
