PlayerName,Team,pass_att,pass_cmp,pass_yds,pass_tds,pass_ints,rush_att,rush_yds,rush_tds,fumbles,fpts
Nick Foles,KC,84.8,50.1,559.3,2.9,1.7,0.8,6.8,0,0.1,31.2
Trevone Boykin,SEA,18.3,11.4,122.6,0.8,0.7,19.1,61.9,0.8,0.5,16.5
Landry Jones,PIT,118.4,67.1,252.1,1.7,0.8,1,2,0,0.1,15.2
AJ McCarron,CIN,103.4,61,257.4,1.4,0.9,1.9,7.7,0,0.1,14.9
Geno Smith,NYJ,95.3,58.3,203.3,1.5,1,4.7,23.1,0.1,0.1,14.5
Zach Mettenberger,PIT,12.6,6.5,230.9,1.4,1.4,2.9,8.9,0,0.1,13
Matt Flynn,FA,30.1,17.8,204.6,1.2,1.1,2.8,10.3,0.1,0,12.3
Christian Hackenberg,NYJ,34.1,17.8,199.6,1.2,1,2.4,9.8,0.1,0,12.1
Luke McCown,NO,89.4,52.2,204.7,1.3,0.7,0.2,2.1,0,0,12
Chase Daniel,PHI,26.2,15.8,180.5,1.1,0.5,1.9,7.2,0,0.1,11.5
E.J. Manuel,BUF,88.4,52.6,163.3,1,0.9,2.5,17.4,0.2,0.1,11.4
Kellen Moore,DAL,3.7,2,208.3,1.5,2,0.1,0.5,0,0,10.4
Matt Schaub,ATL,88,55.1,203.3,0.8,0.7,1,1.9,0,0.1,10.1
Matt Cassel,TEN,97.8,58.5,167.2,0.9,0.8,0.6,3.8,0,0.1,9
Drew Stanton,ARI,90.6,50.7,151.4,1,0.9,1,5.1,0,0.1,8.9
Colt McCoy,WAS,78.5,49.5,142.5,0.7,0.4,1.9,7.9,0,0.1,8.7
David Fales,CHI,29,13,135,1,1,1,4,0,0,7.8
Aaron Murray,KC,15,6,68,1,0,2,6,0,0,7.3
Bruce Gradkowski,PIT,16,9.8,114.5,0.8,0.3,0.6,2,0,0,7.3
Derek Anderson,CAR,75.9,44.6,113.6,0.8,0.4,0.6,2.8,0,0.1,7.1
Cody Kessler,CLE,16.2,10.6,120.7,0.6,0.6,2.6,8.7,0,0.1,6.9
Mike Glennon,TB,89.9,54,124.9,0.5,0.4,1.4,5,0,0.1,6.4
Chad Henne,JAC,89.4,51.2,96,0.6,0.3,1.4,5,0,0.1,6.1
Matt Barkley,ARI,0,0,97.7,0.7,0.3,0,1.3,0,0,6
Scott Tolzien,IND,104.8,63.4,100.4,0.6,0.3,0.6,1.9,0,0.1,6
Dan Orlovsky,DET,92.4,54.6,110.5,0.6,0.5,0.7,1.7,0,0.1,5.7
Matt McGloin,OAK,97.3,58.5,92.3,0.6,0.4,0.6,1.5,0,0.1,5.1
Kellen Clemens,SD,88.1,51.9,66.1,0.5,0.1,0.5,0.1,0,0.1,4.5
Ryan Nassib,NYG,76.6,46.4,53.9,0.5,0.2,0.4,0.3,0,0.1,3.5
Cardale Jones,BUF,3.3,1.9,21.4,0.1,0.1,4.2,13.5,0.1,0.1,2.6
Matt Moore,MIA,79.9,45.9,47.9,0.2,0.1,1,1.5,0,0.1,2.6
Brett Hundley,GB,105.7,63.1,41.4,0.2,0.1,0.4,1.2,0,0.1,2.2
Austin Davis,FA,2.5,1,29.5,0,0,0.5,2,0,0,1.4
Tom Savage,HOU,3.4,2.1,28.5,0.1,0.3,0.5,1.8,0,0.1,0.8
Jacoby Brissett,NE,2,1,20,0,0,0,0,0,0,0.8
Bryce Petty,NYJ,0,0,1,0,0,1,4,0,0,0.4
Tyler Bray,KC,2,1,9,0,0,0,0,0,0,0.4
Sean Renfree,FA,0,0,0.5,0,0,0,0,0,0,0
Taylor Heinicke,MIN,0,0,0,0,0,0,0,0,0,0
Dylan Thompson,FA,0,0,0,0,0,0,0,0,0,0
Connor Cook,OAK,0,0,0,0,0,0,0,0,0,0
Jeff Driskel,SF,0,0,0,0,0,0,0,0,0,0
Josh Johnson,BAL,0,0,0,0,0,0,0,0,0,0
Brandon Doughty,MIA,0,0,0,0,0,0,0,0,0,0
Joe Webb,CAR,0,0,0,0,0,0,0,0,0,0
Kevin Hogan,KC,0,0,0,0,0,0,0,0,0,0
Dan LeFevour,FA,0,0,0,0,0,0,0,0,0,0
Nate Sudfeld,WAS,0,0,0,0,0,0,0,0,0,0
Christian Ponder,SF,0,0,0,0,0,0,0,0,0,0
Jake Rudock,DET,0,0,0,0,0,0,0,0,0,0
Jerrod Johnson,DAL,0,0,0,0,0,0,0,0,0,0
Alex Tanney,TEN,0,0,0,0,0,0,0,0,0,0
Matt Simms,ATL,0,0,0,0,0,0,0,0,0,0
Jimmy Clausen,FA,0,0,0,0,0,0,0,0,0,0
Zac Dysert,MIA,0,0,0,0,0,0,0,0,0,0
Ryan Griffin,HOU,0,0,0,0,0,0,0,0,0,0
Logan Thomas,NYG,0,0,0,0,0,0,0,0,0,0
Keith Wenning,CIN,0,0,0,0,0,0,0,0,0,0
Stephen Morris,IND,0,0,0,0,0,0,0,0,0,0
Matt Blanchard,FA,0,0,0,0,0,0,0,0,0,0
Garrett Grayson,NO,0,0,0,0,0,0,0,0,0,0
Sean Mannion,LA,0,0,0,0,0,0,0,0,0,0
