PlayerName,Team,pass_att,pass_cmp,pass_yds,pass_tds,pass_ints,rush_att,rush_yds,rush_tds,fumbles,fpts
Blaine Gabbert,TB,33.4,20.2,234.6,1.5,1,2,9.3,0.1,0.1,14.4
Gardner Minshew,JAC,37.5,22,268.7,1.3,1.6,2,6.3,0.1,0.1,13.7
Will Grier,CAR,33.4,21.4,252.6,1.2,1,1.8,3.8,0.1,0.1,13.6
Colt McCoy,WAS,34,21.2,240.7,1.3,1.1,2.7,8.9,0,0.4,13.1
Nick Mullens,SF,31.4,19.8,230.8,1.2,1,2.2,2.2,0,0.1,12.1
Chase Daniel,CHI,27,16.7,195.2,1.2,0.8,2.7,7.2,0,0.1,11.8
John Lovett,KC,0,0,266.1,0.8,1.6,0,0.6,0.2,0.1,11.8
Blake Bortles,LAR,20.3,12.3,178.1,0.9,0.6,3.4,14,0.1,0.1,11.5
Robert Griffin,BAL,24.5,15.1,186.4,1,0.8,3.3,11.9,0.1,0.2,11.5
Josh McCown,PHI,26.1,16.3,177.3,1.2,0.8,2.4,9.8,0.1,0.1,11.2
Taylor Heinicke,CAR,28,18.3,187.6,0.8,0.9,2.4,10.5,0.1,0,10.4
Brett Hundley,ARI,26.9,16,178.1,0.9,0.7,2,9.3,0.1,0.1,10.2
Paxton Lynch,SEA,19.4,12.2,158.3,0.9,0.6,2.9,10,0.1,0,10
Jarrett Stidham,NE,18,12,137.0,1,0,1,4,0,0,9.9
Teddy Bridgewater,NO,21.6,13.3,160.3,1,0.5,2.8,5.3,0,0,9.8
Trevor Siemian,NYJ,26,15.6,182.4,0.9,1,2.1,6.9,0.1,0,9.7
Matt Barkley,BUF,24.7,15.1,185.3,0.9,1,2.5,3.8,0,0.1,9.5
Tyrod Taylor,LAC,17.6,10.8,128.4,0.7,0.6,2.6,10.2,0.1,0,8.3
Ryan Finley,CIN,19.5,11.8,128.2,0.9,0.4,0.8,2.6,0,0.1,8.2
Joshua Dobbs,PIT,21.3,13.1,130.2,0.8,0.7,2.3,9.7,0,0,8.2
Cooper Rush,DAL,20,12.3,131.0,0.6,0.3,1.6,7.7,0,0,8
Brian Hoyer,NE,18.1,11,138.6,0.6,0.7,2.6,4.3,0.1,0.1,7.5
Chad Henne,KC,16.6,10.5,126.4,0.6,0.2,1.9,2.9,0,0,7.3
Drew Stanton,CLE,18,10.7,140.8,0.6,0.8,1.8,6.5,0,0,7.2
DeShone Kizer,GB,18.4,10.9,132.8,0.5,0.7,1.9,8,0.1,0.1,7
Mike Glennon,OAK,19.2,12.3,142.0,0.7,0.5,1.6,1.6,0,0.5,6.5
AJ McCarron,HOU,15.2,9.6,110.0,0.7,0.4,1.9,2.8,0,0.1,6.3
Matt Schaub,ATL,16,10.1,101.5,0.5,0.3,1.2,3.1,0,0.1,5.9
Sean Mannion,MIN,13.6,8.3,92.5,0.3,0.1,2.3,4.6,0.1,0.1,5.2
Tom Savage,DET,11.6,7.2,76.9,0.5,0.4,1.4,2.2,0,0.6,3.3
Josh Johnson,DET,7.4,4.2,45.5,0.2,0.3,1.2,5.3,0,0,2.8
Garrett Gilbert,CLE,0,0,0.0,0,0,0,0,0,0,0
Kyle Allen,CAR,0,0,0.0,0,0,0,0,0,0,0
Geno Smith,SEA,0,0,0.0,0,0,0,0,0,0,0
Tyler Bray,CHI,0,0,0.0,0,0,0,0,0,0,0
Cardale Jones,LAC,0,0,0.0,0,0,0,0,0,0,0
Jake Rudock,MIA,0,0,0.0,0,0,0,0,0,0,0
Chad Kelly,IND,0,0,0.0,0,0,0,0,0,0,0
Kevin Hogan,DEN,0,0,0.0,0,0,0,0,0,0,0
Joe Webb,HOU,0,0,0.0,0,0,0,0,0,0,0
Alex Tanney,NYG,0,0,0.0,0,0,0,0,0,0,0
Kyle Lauletta,NYG,0,0,0.0,0,0,0,0,0,0,0
Cody Kessler,PHI,0,0,0.0,0,0,0,0,0,0,0
Nathan Peterman,OAK,0,0,0.0,0,0,0,0,0,0,0
Danny Etling,ATL,0,0,0.0,0,0,0,0,0,0,0
Mason Rudolph,PIT,0,0,0.0,0,0,0,0,0,0,0
Ryan Griffin,TB,0,0,0.0,0,0,0,0,0,0,0
Nick Fitzgerald,TB,0,0,0.0,0,0,0,0,0,0,0
Brett Rypien,DEN,0,0,0.0,0,0,0,0,0,0,0
Tyree Jackson,BUF,0,0,0.0,0,0,0,0,0,0,0
Easton Stick,LAC,0,0,0.0,0,0,0,0,0,0,0
Trace McSorley,BAL,0,0,0.0,0,0,5.4,27.2,0.2,0,0
David Fales,DET,0,0,0.0,0,0,0,0,0,0,0
Davis Webb,NYJ,0,0,0.0,0,0,0,0,0,0,0
Clayton Thorson,PHI,0,0,0.0,0,0,0,0,0,0,0
Mike White,DAL,0,0,0.0,0,0,0,0,0,0,0
Logan Woodside,TEN,0,0,0.0,0,0,0,0,0,0,0
Joe Callahan,BAL,0,0,0.0,0,0,0,0,0,0,0
Luke Falk,NYJ,0,0,0.0,0,0,0,0,0,0,0
Alex McGough,JAC,0,0,0.0,0,0,0,0,0,0,0
Tim Boyle,GB,0,0,0.0,0,0,0,0,0,0,0
Kyle Sloter,MIN,0,0,0.0,0,0,0,0,0,0,0
Brandon Allen,LAR,0,0,0.0,0,0,0,0,0,0,0
