PlayerName,Team,pass_att,pass_cmp,pass_yds,pass_tds,pass_ints,rush_att,rush_yds,rush_tds,fumbles,fpts
Mike Glennon,CHI,406.2,251.1,2873.9,17.1,12.1,26.6,93.8,0.7,2.7,167.4
Trevor Siemian,DEN,415.7,249.8,2838.2,15.4,11,22.4,64.9,0.5,2.5,157.8
Josh McCown,NYJ,380.4,221.5,2469.1,12.9,12,28.1,100,0.9,2.7,136
Deshaun Watson,HOU,317.1,185.2,2035.5,11.5,9.2,39.1,162.3,1.2,2,128.8
DeShone Kizer,CLE,273,162,1778.5,9.1,8.7,25.3,99.9,1.1,1.7,102.8
Cody Kessler,CLE,258.8,156.6,1735.8,8.7,7.3,17.5,42.2,0.6,1.3,94.9
Tom Savage,HOU,240.9,140.7,1513.9,8.4,6.2,15.1,52.5,0.4,1.2,86.8
Paxton Lynch,DEN,154,91.8,1050.5,6,4.2,14.9,52.3,0.4,1,63.7
Mitch Trubisky,CHI,130.8,79.3,901.5,5.2,4.6,9.9,37.6,0.2,1.3,49.9
Bryce Petty,NYJ,92.8,53.2,595.0,3.2,3.5,6.8,19.5,0.1,0.7,30.8
Christian Hackenberg,NYJ,90.1,52.7,566.3,2.6,3.6,4.7,16.3,0.1,0.4,27.5
Brock Osweiler,CLE,73.6,43.6,494.4,2.3,2,5.2,17.2,0.1,0.9,25.8
Matt Barkley,SF,68.5,40.6,467.3,2.8,2.2,3.1,6,0,0.4,25.3
Sean Mannion,LAR,54.6,31.6,350.7,2.2,1.1,3.5,9,0,0.1,21.3
Patrick Mahomes,KC,48.3,29.2,321.4,1.6,1.2,4.4,16.6,0.1,0,19.2
Matt Moore,MIA,45.9,27.9,317.8,1.8,1.2,2.5,5.9,0,0.1,18
Teddy Bridgewater,MIN,36.4,23.3,259.2,1.7,1.1,3.4,11.2,0.1,0.2,16.1
Blaine Gabbert,ARI,39.5,23,273.0,1.5,1,2,3.5,0,0,15.3
Brandon Weeden,HOU,33,19.8,222.1,1.3,1.3,3.2,13.6,0.1,0,13.7
Kevin Hogan,CLE,31.3,17.7,194.4,1.1,0.8,3,19.4,0.1,0,13.1
Landry Jones,PIT,32,18.8,212.7,1.3,0.9,1.9,5.4,0.1,0.1,12.6
Drew Stanton,ARI,30.6,18.1,204.2,1.2,1,1.5,4.7,0.1,0.2,11.6
C.J. Beathard,SF,34.5,20.3,203.1,1.1,1.3,1.8,6.8,0.1,0,11.2
Scott Tolzien,IND,28.5,16.7,188.5,1.1,0.9,1.3,3.3,0,0.1,10.4
Derek Anderson,CAR,25.3,15.6,180.0,1,0.7,2.2,4.1,0.1,0.1,10.1
Chad Henne,JAC,24.3,14,160.7,0.8,0.6,1.5,5.2,0,0.1,8.7
Matt Cassel,TEN,26.4,15,174.7,0.7,0.8,1.7,4.7,0,0.1,8.7
Case Keenum,MIN,17.6,11,120.1,0.7,0.3,1.3,3.8,0,0,7.7
T.J. Yates,BUF,20.8,12.8,139.0,0.7,0.5,0.9,2.4,0,0,7.6
AJ McCarron,CIN,18.1,10.9,130.9,0.7,0.4,1.4,3.2,0,0.1,7.6
Nick Foles,PHI,20.7,11.7,134.9,0.6,0.3,1,3.1,0,0.1,7.6
Brett Hundley,GB,19.7,11.3,131.8,0.7,0.5,1.3,4,0,0.1,7.5
Geno Smith,NYG,18.9,10.8,126.5,0.7,0.6,1.8,6.4,0,0.1,7.4
Jimmy Garoppolo,NE,16.9,10.2,120.1,0.7,0.2,0.9,1.8,0,0.1,7.2
Trevone Boykin,SEA,17.7,10.6,124.6,0.4,0.3,1.8,6,0,0,6.7
Colt McCoy,WAS,15.2,9.1,107.2,0.6,0.2,1.3,3.4,0,0.1,6.6
Ryan Mallett,BAL,20.7,11.4,128.1,0.6,0.6,1.1,2.9,0,0.1,6.5
Kellen Clemens,LAC,17.2,10.2,117.3,0.7,0.7,1.4,3.8,0,0.1,6.3
Connor Cook,OAK,18.4,10.7,120.7,0.5,0.5,1.6,4.6,0,0.1,6.3
Jake Rudock,DET,17.4,10.6,119.5,0.6,0.6,1.1,1.6,0,0.1,6.1
Ryan Griffin,HOU,16,10,110.0,0.6,0.5,1,3,0,0.1,5.9
Kellen Moore,DAL,16.1,9.7,114.4,0.4,0.2,0.9,1.7,0,0.1,5.7
Ryan Fitzpatrick,TB,16.4,9.8,112.8,0.3,0.4,1.3,5.2,0,0,5.6
Cardale Jones,LAC,17.4,10.3,109.2,0.5,0.7,2.2,4.4,0,0,5.4
Matt Schaub,ATL,13.3,8.3,89.9,0.5,0.4,0.9,2.2,0,0.1,4.9
Chase Daniel,NO,11.6,6.9,82.5,0.3,0.4,1,1.9,0,0.1,3.8
Mark Sanchez,CHI,0.5,0.5,3.0,0,0,0,0,0,0,0.1
Jacoby Brissett,NE,0,0,0.0,0,0,0,0,0,0,0
Josh Johnson,NYG,0,0,0.0,0,0,0,0,0,0,0
Alex Tanney,TEN,0,0,0.0,0,0,0,0,0,0,0
David Fales,MIA,0,0,0.0,0,0,0,0,0,0,0
Joe Webb,CAR,0,0,0.0,0,0,0,0,0,0,0
Matt McGloin,PHI,0,0,0.0,0,0,0,0,0,0,0
Matt Simms,ATL,0,0,0.0,0,0,0,0,0,0,0
