PlayerName,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Henry Ruggs III,LV,52.4,720.8,4.5,3.7,24.5,0.1,0.8,100.3
Robby Anderson,CAR,51.3,742.8,4.3,1.2,3.9,0,0.5,99.6
Sammy Watkins,KC,51.8,717.6,4.3,2.3,17.1,0,0.5,98.5
Curtis Samuel,CAR,46.7,561.5,4.1,15.2,109.4,1,0.4,96.9
Jerry Jeudy,DEN,53.8,727.6,4.1,0.7,2.7,0,0.8,96.3
Justin Jefferson,MIN,51.2,697.4,4,1.4,8.9,0.1,0.4,94.1
Jalen Reagor,PHI,51.3,672.0,4.3,1.9,11.2,0.1,0.8,93.1
Allen Lazard,GB,50,679.0,3.9,1.3,11.7,0,0.4,91.5
Mecole Hardman,KC,38.5,585.9,4.8,6.6,36.7,0.2,0.8,90.5
N'Keal Harry,NE,46.5,589.2,4.3,5.9,39.3,0.1,0.5,88.2
Cole Beasley,BUF,55.7,653.4,3.9,0,0,0,0.4,88.1
Steven Sims,WAS,48.4,552.1,4.1,8.5,61.6,0.4,0.5,87.5
Corey Davis,TEN,46.5,641.0,3.8,1.5,12.7,0,0.4,87.1
Michael Pittman Jr.,IND,45.8,623.4,3.9,1,4.3,0,0.4,85.3
Brandon Aiyuk,SF,42.6,591.1,4,1.8,10.5,0.1,0.4,83.5
Hunter Renfrow,LV,49.3,593.2,4.1,0,0,0,0.4,83
Danny Amendola,DET,59.4,646.5,3,0.3,0,0,0.4,82.1
Dede Westbrook,JAC,54.9,585.7,2.9,3.6,26.9,0.1,0.5,78.1
Larry Fitzgerald,ARI,51.4,570.4,3.6,0,0,0,0.5,77.8
Randall Cobb,HOU,44.7,565.9,3,3.4,20,0.1,0.5,76.2
Josh Reynolds,LAR,37.2,509.0,3.2,5.2,31.5,0.2,0.1,74.3
Chris Conley,JAC,40,552.9,3,0,0,0,0.4,72.7
Tyrell Williams,LV,34.6,506.3,3.3,0.6,4.6,0,0.1,70.9
Alshon Jeffery,PHI,38.5,481.3,3.4,0.3,0.3,0.3,0.1,70.6
Parris Campbell,IND,39.1,490.1,2.9,5.8,33.3,0.2,0.2,70.4
Russell Gage,ATL,41.5,470.2,2.8,3.4,21,0.1,0.2,66.3
Tee Higgins,CIN,36.3,492.2,2.8,0.7,3,0,0.4,65.5
Laviska Shenault Jr.,JAC,31.6,413.9,2.1,13.9,88.7,0.4,0.7,63.8
Jakeem Grant,MIA,38.5,442.6,2.3,4.5,23.7,0.6,0.4,63.7
James Washington,PIT,32.8,485.9,2.6,0,0,0,0.4,63.6
Mohamed Sanu,NE,42.4,461.6,2.5,3.7,19.7,0.1,0.4,62.6
John Ross,CIN,28.6,412.6,3.1,3.4,15.7,0,0.4,60.8
Kenny Stills,HOU,29.7,425.0,3,0,0,0,0.1,60.5
Adam Humphries,TEN,42,444.7,2.6,0.7,3,0,0.4,59.5
Dontrelle Inman,WAS,31.4,433.0,2.4,0,0,0,0.1,57.2
Chase Claypool,PIT,30.6,400.9,2.9,0.7,2.7,0,0.4,56.8
Kendrick Bourne,SF,30,380.3,2.9,0.8,5.5,0.1,0,56.1
Miles Boykin,BAL,27.5,372.9,3.1,0,0,0,0.1,55.6
Denzel Mims,NYJ,32.2,423.1,2.1,0.7,2.7,0,0.4,54.3
Willie Snead,BAL,31.7,368.0,2.5,1.1,5.9,0,0.4,51.7
Bryan Edwards,LV,28.8,377.2,2.2,1.1,6.5,0,0.4,50.6
KJ Hamler,DEN,28.1,378.9,2.1,1,4.8,0,0.4,50
Tre'Quan Smith,NO,21.8,301.2,2.9,0.3,1,0,0,47.5
Antonio Gandy-Golden,WAS,26.6,359.4,1.6,0,0,0,0.1,45.4
Van Jefferson,LAR,26.2,356.0,1.8,0.7,3.3,0,0.7,45.4
Phillip Dorsett,SEA,22.3,298.2,2.2,0.8,4.8,0,0.1,43.2
Zach Pascal,IND,21.5,296.8,1.9,1,8,0,0,42
Marquez Valdes-Scantling,GB,20.3,309.3,1.7,0.7,7,0,0,41.9
Ted Ginn,CHI,21.4,298.0,1.5,3.3,21.1,0.1,0.1,41.4
Jake Kumerow,GB,19.9,296.8,1.9,0,0,0,0.1,41
Jakobi Meyers,NE,23.4,305.8,1.8,0,0,0,0.1,40.9
Olabisi Johnson,MIN,23.7,276.4,2.1,0.7,4.5,0,0,40.7
Scott Miller,TB,23.2,287.1,1.6,2.1,12.3,0.1,0.1,39.8
Keelan Cole,JAC,19.3,287.7,1.6,0.7,3.9,0,0.4,38.3
David Moore,SEA,17.9,250.7,1.9,1.9,11.7,0,0.1,37.8
Andy Isabella,ARI,18,258.5,1.6,2.8,16.8,0.1,0.1,37.7
Equanimeous St. Brown,GB,21.4,273.5,1.6,0.3,2,0,0,37
Devin Duvernay,BAL,21.4,264.8,1.5,0.8,5,0,0.1,36
Paul Richardson Jr.,SEA,20.3,265.0,1.5,0,0,0,0,35.6
Greg Ward,PHI,22,247.3,1.4,2.1,11.1,0,0.4,33.7
Joe Reed,LAC,17.5,242.8,1.3,2.8,15.6,0.1,0.4,33.2
Trent Taylor,SF,21.3,244.5,1.4,0,0,0,0.1,32.6
Chris Hogan,NYJ,17.9,240.5,1.4,0,0,0,0,32.1
Demarcus Robinson,KC,15.8,213.9,1.6,0,0,0,0,30.8
Cordarrelle Patterson,CHI,10,98.3,0.4,21.5,131.1,0.9,0.1,30.6
Isaiah Ford,MIA,18,215.2,1.2,0,0,0,0.1,28.6
Marvin Hall,DET,13,203.8,1.2,1.1,7.2,0,0,28.2
Nelson Agholor,LV,19,208.2,1.1,1.4,13.3,0,0.4,27.9
Chester Rogers,MIA,20,210.9,1,0,0,0,0.1,26.9
J.J. Arcega-Whiteside,PHI,16.4,203.9,1,0.4,2.9,0,0,26.8
Kalif Raymond,TEN,12.5,189.9,1.3,0,0,0,0,26.5
Auden Tate,CIN,14.5,191.1,1.1,0,0,0,0,25.9
Tim Patrick,DEN,14.4,178.7,1,0.1,0.4,0,0,24.1
Rashard Higgins,CLE,12.2,164.9,1.2,0,0,0,0,23.3
Trey Quinn,WAS,14.3,168.8,0.7,0,0,0,0,21.1
Laquon Treadwell,ATL,11.6,147.7,1,0,0,0,0,20.9
Damiere Byrd,NE,12.3,155.0,0.9,0,0,0,0.1,20.6
Riley Ridley,CHI,11.9,147.8,1,0,0,0,0,20.6
David Sills,NYG,12.4,149.1,0.9,0,0,0,0,20.5
Tajae Sharpe,MIN,11,147.4,0.8,0,0,0,0,19.5
Tyler Johnson,TB,10.9,136.9,0.7,1,6.7,0.1,0,18.8
Javon Wims,CHI,12,137.6,0.8,0,0,0,0.1,18.7
Gabriel Davis,BUF,10,139.6,0.7,0,0,0,0,18.4
Jamal Agnew,DET,10.4,133.3,0.8,0,0,0,0.1,18
Donovan Peoples-Jones,CLE,11.2,131.4,0.8,0,0,0,0,17.7
DaeSean Hamilton,DEN,12.5,132.2,0.7,0,0,0,0,17.5
Christian Blake,ATL,11.3,127.6,0.6,0,0,0,0,16.4
Justin Watson,TB,9.2,119.3,0.7,0.4,2.7,0,0.1,16.1
KeeSean Johnson,ARI,9.3,117.3,0.7,0,0,0,0.1,15.9
Isaiah McKenzie,BUF,9.6,100.6,0.6,2.1,12.8,0.1,0.1,15.4
Victor Bolden Jr.,DET,9.6,121.0,0.6,0,0,0,0,15.4
Taywan Taylor,CLE,8.7,107.6,0.8,0,0,0,0,15.4
Richie James,SF,6.8,85.1,0.6,2.9,20.3,0.2,0,15.3
Pharoh Cooper,CAR,9.3,113.1,0.6,0,0.2,0,0,14.8
Devin Smith,DAL,9.4,109.7,0.6,0,0,0,0,14.8
Quez Watkins,PHI,8.9,107.4,0.7,0,0,0,0,14.8
Jalen Guyton,LAC,8.6,110.5,0.6,0,0,0,0,14.6
Hakeem Butler,ARI,8.3,106.3,0.6,0,0,0,0.1,14.3
Mack Hollins,MIA,8.6,106.6,0.5,0,0,0,0,13.5
Geremy Davis,DET,8.1,102.3,0.5,0,0,0,0,13.2
Darrius Shepherd,GB,7.4,98.4,0.5,0,0,0,0,12.8
Marcus Johnson,IND,7,87.3,0.7,0,0,0,0,12.7
Olamide Zaccheaus,ATL,7.2,96.1,0.5,0,0,0,0.1,12.6
Keke Coutee,HOU,6,64.9,0.4,3.7,24.5,0.2,0,12.4
Quintez Cephus,DET,7.4,92.8,0.5,0,0,0,0,12.4
Gunner Olszewski,NE,6.6,92.1,0.5,0,0,0,0,12.3
Deonte Harris,NO,6.5,80.6,0.6,1.4,7.5,0,0,12.3
Malik Turner,GB,6.8,89.5,0.5,0,0,0,0,12.2
Seth Roberts,CAR,7.5,95.3,0.4,0,0,0,0,12.1
Cedrick Wilson,DAL,7.5,96.6,0.4,0,0,0,0,12.1
Braxton Berrios,NYJ,7.1,90.3,0.5,0,0,0,0,12
James Proche,BAL,6.5,88.4,0.5,0,0,0,0,11.9
Cody Core,NYG,6.1,82.4,0.6,0,0,0,0,11.7
Chad Beebe,MIN,5.4,87.0,0.4,0,0,0,0,11.2
Donte Moncrief,NYJ,6.5,79.2,0.6,0,0,0,0,11.2
Dante Pettis,SF,5.2,80.5,0.5,0,0,0,0,11
Corey Coleman,NYG,5.5,80.9,0.5,0,0,0,0,10.8
Josh Malone,NYJ,6.5,79.0,0.5,0,0,0,0,10.7
Andre Roberts,BUF,6.4,82.3,0.4,0,0,0,0,10.6
Reggie Begelton,GB,6.4,79.0,0.5,0,0,0,0,10.6
Ryan Switzer,PIT,7.8,79.8,0.4,0.2,1.7,0,0,10.3
DeAndre Carter,HOU,5.4,77.3,0.4,0,0,0,0,10.3
Byron Pringle,KC,4.9,71.2,0.5,0,0,0,0,9.9
Cody Hollister,TEN,4.4,75.2,0.4,0,0,0,0,9.7
Jason Moore,LAC,5.9,72.5,0.4,0,0,0,0,9.6
Robert Foster,BUF,5.3,70.8,0.4,0,0,0,0,9.4
Alex Erickson,CIN,5.3,59.3,0.3,2,12.5,0,0,9.2
Khadarel Hodge,CLE,4.8,63.5,0.5,0,0,0,0,9
Trent Sherfield,ARI,4.7,67.0,0.4,0,0,0,0,8.8
Tavon Austin,SF,3.8,38.6,0.3,2.9,19.2,0.2,0,8.6
Dezmon Patmon,IND,4.8,61.2,0.4,0,0,0,0,8.2
Chris Lacy,DET,5.2,62.8,0.3,0,0,0,0,8.2
Darnell Mooney,CHI,5.2,64.5,0.3,0,0,0,0,8.1
Zay Jones,LV,5.2,56.5,0.4,0,0.3,0,0,8.1
Darius Jennings,LAC,4.8,59.3,0.3,0,0,0,0,7.8
Devin Gray,ATL,4.4,54.0,0.3,0,0,0,0,7.4
Ventell Bryant,DAL,4,52.1,0.4,0,0,0,0,7.3
Alexander Hollins,MIN,3.8,53.3,0.3,0,0,0,0,7.2
Daurice Fountain,IND,3.8,52.6,0.3,0,0,0,0,7.1
Amara Darboh,PIT,3.9,50.0,0.3,0,0,0,0,6.9
Rashard Davis,TEN,3.9,49.8,0.3,0,0,0,0,6.7
K.J. Osborn,MIN,4.5,61.0,0.1,0,0,0,0,6.6
Tevin Jones,DAL,3.5,47.4,0.3,0,0,0,0,6.6
John Hightower,PHI,3.6,46.9,0.3,0,0,0,0,6.5
Gehrig Dieter,KC,3.5,46.1,0.3,0,0,0,0,6.5
Deon Cain,PIT,3.5,45.9,0.3,0,0,0,0,6.4
Noah Brown,DAL,3.6,45.7,0.3,0,0,0,0,6.3
Austin Carr,NO,3.6,44.2,0.3,0,0,0,0,6.3
Brandon Powell,ATL,3.7,49.4,0.2,0,0,0,0,6.3
Isaac Whitney,HOU,3.7,46.2,0.3,0,0,0,0,6.3
J'Mon Moore,CLE,3.5,45.0,0.3,0,0,0,0,6.1
Deontay Burnett,PHI,3.5,41.4,0.3,0,0,0,0,6.1
Keith Kirkwood,CAR,3.7,47.3,0.2,0,0,0,0,6
Chad Hansen,HOU,3.6,44.2,0.3,0,0,0,0,5.9
Michael Walker,JAC,3.8,48.0,0.2,0,0,0,0,5.9
Isaiah Hodgins,BUF,3.4,44.4,0.2,0,0,0,0,5.8
Gary Jennings Jr.,MIA,3.8,45.7,0.2,0,0,0,0,5.8
Nsimba Webster,LAR,3.1,43.7,0.2,0,0,0,0,5.8
Chris Moore,BAL,3.4,39.7,0.3,0,0,0,0,5.7
Damion Ratley,CLE,3.3,43.0,0.2,0,0,0,0,5.7
Jeff Smith,NYJ,3.5,43.3,0.2,0,0,0,0,5.6
Steven Mitchell Jr.,HOU,3.4,42.1,0.2,0,0,0,0,5.5
Kevin White,SF,3.4,40.8,0.2,0,0,0,0,5.5
Ashton Dulin,IND,3.1,42.8,0.2,0,0,0,0,5.4
C.J. Board,NYG,3.4,44.0,0.2,0,0,0,0,5.4
Robert Davis,PHI,3.2,36.7,0.3,0,0,0,0,5.4
Isaiah Coulter,HOU,3.2,38.9,0.3,0,0,0,0,5.3
Ricardo Louis,MIA,3.5,42.4,0.2,0,0,0,0,5.3
Fred Brown,DEN,3.2,39.6,0.2,0,0,0,0,4.9
K.J. Hill,LAC,3,36.0,0.2,0,0,0,0,4.6
John Ursua,SEA,2.5,32.7,0.2,0,0,0,0,4.6
Diontae Spencer,DEN,2.7,32.1,0.1,0,0,0,0,4.1
Brandon Zylstra,CAR,2.2,26.5,0.2,0,0,0,0,3.9
Matt Slater,NE,1.4,33.0,0.1,0,0,0,0,3.8
Bennie Fowler III,NO,2.4,27.6,0.2,0,0,0,0,3.7
Jehu Chesson,NYJ,1.6,19.7,0.2,0.8,5.6,0,0,3.5
Marcell Ateman,LV,1.9,26.0,0.1,0,0,0,0,3.5
Vyncint Smith,NYJ,1.5,20.9,0.1,0.9,5.3,0,0,3.4
Keelan Doss,LV,2,23.4,0.2,0,0,0,0,3.3
Jauan Jennings,SF,2.1,25.3,0.1,0,0,0,0,3.3
Cam Sims,WAS,1.3,23.9,0.1,0,0,0,0,3.2
Travis Fulgham,PHI,1.7,22.4,0.2,0,0,0,0,3.2
Mike Thomas,CIN,1.7,21.8,0.2,0,0,0,0,3.1
Stanley Morgan Jr.,CIN,1.7,21.3,0.2,0,0,0,0,3
Lil'Jordan Humphrey,NO,1.3,20.8,0.1,0,0,0,0,2.9
Tyron Johnson,LAC,1.7,21.1,0.1,0,0,0,0,2.9
De'Mornay Pierson-El,LV,1.4,22.5,0.1,0,0,0,0,2.9
Collin Johnson,JAC,1.6,22.6,0.1,0,0,0,0,2.8
Marcus Kemp,KC,1.3,20.4,0.1,0,0,0,0,2.6
Rico Gafford,LV,1.4,17.5,0.1,0,0,0,0,2.6
Andre Patton,ARI,1.3,17.3,0.1,0,0,0,0,2.4
Jaleel Scott,BAL,1.2,14.7,0.2,0,0,0,0,2.4
DeAndrew White,BAL,1.4,17.1,0.1,0,0,0,0,2.3
Josh Bellamy,NYJ,1.6,19.2,0.1,0,0,0,0,2.2
Tommylee Lewis,CAR,1.1,13.7,0,0,0,0,0,1.4
Chris Thompson,JAC,0.9,11.4,0,0,0,0,0,1.3
Ishmael Hyman,CAR,1,12.4,0,0,0,0,0,1.2
JoJo Natson,CLE,1,12.1,0,0,0,0,0,1.2
Krishawn Hogan,TEN,0.7,9.0,0,0,0,0,0,0.9
Spencer Schnell,TB,0.8,8.5,0,0,0,0,0,0.8
Cyril Grayson,TB,0.7,7.7,0,0,0,0,0,0.8
Tyrie Cleveland,DEN,0,0.0,0,0,0,0,0,0
Marqise Lee,NE,0,0.0,0,0,0,0,0,0
Terry Godwin,JAC,0,0.0,0,0,0,0,0,0
Andy Jones,MIA,0,0.0,0,0,0,0,0,0
J.J. Nelson,SF,0,0.0,0,0,0,0,0,0
River Cracraft,SF,0,0.0,0,0,0,0,0,0
Juwann Winfree,DEN,0,0.0,0,0,0,0,0,0
Jester Weah,WAS,0,0.0,0,0,0,0,0,0
Kelvin Harmon,WAS,0,0.0,0,0,0,0,0,0
Cam Batson,TEN,0,0.0,0,0,0,0,0,0
Marquez Callaway,NO,0,0.0,0,0,0,0,0,0
Da'Mari Scott,NYG,0,0.0,0,0,0,0,0,0
Travis Benjamin,SF,0,0.0,0,0,0,0,0,0
Dillon Mitchell,MIN,0,0.0,0,0,0,0,0,0
Freddie Swain,SEA,0,0.0,0,0,0,0,0,0
Marken Michel,CAR,0,0.0,0,0,0,0,0,0
Cam Phillips,CAR,0,0.0,0,0,0,0,0,0
Devin Funchess,GB,0,0.0,0,0,0,0,0,0
Ray-Ray McCloud,PIT,0,0.0,0,0,0,0,0,0
Penny Hart,SEA,0,0.0,0,0,0,0,0,0
Jalen Hurd,SF,0,0.0,0,0,0,0,0,0
De'Anthony Thomas,BAL,0,0.0,0,0,0,0,0,0
Kirk Merritt,MIA,0,0.0,0,0,0,0,0,0
Artavis Scott,IND,0,0.0,0,0,0,0,0,0
Lance Lenoir Jr.,SEA,0,0.0,0,0,0,0,0,0
Albert Wilson,MIA,0,0.0,0,0,0,0,0,0
Dylan Cantrell,ARI,0,0.0,0,0,0,0,0,0
Jeff Thomas,NE,0,0.0,0,0,0,0,0,0
Omar Bayless,CAR,0,0.0,0,0,0,0,0,0
Geronimo Allison,DET,0,0.0,0,0,0,0,0,0
Tom Kennedy,DET,0,0.0,0,0,0,0,0,0
Josh Doctson,NYJ,0,0.0,0,0,0,0,0,0
Allen Hurns,MIA,0,0.0,0,0,0,0,0,0
Emmanuel Butler,NO,0,0.0,0,0,0,0,0,0
Antoine Wesley,BAL,0,0.0,0,0,0,0,0,0
Rodney Adams,CHI,0,0.0,0,0,0,0,0,0
Trenton Irwin,CIN,0,0.0,0,0,0,0,0,0
Marquise Goodwin,PHI,0,0.0,0,0,0,0,0,0
