PlayerName,Team,pass_att,pass_cmp,pass_yds,pass_tds,pass_ints,rush_att,rush_yds,rush_tds,fumbles,fpts
Kirk Cousins,MIN,500,336.9,3836.5,25,10,34.1,83.5,1.2,3.6,241.4
Joe Burrow,CIN,553.1,343.1,3851.9,22.3,14.9,45.8,241.4,1.8,3.7,241.2
Drew Lock,DEN,524.4,334.1,3721.6,22.6,12.6,44.4,191.3,1.2,3.4,233.5
Teddy Bridgewater,CAR,550.3,352,3872.2,22.2,12.6,32.9,102.2,1,1.4,231.7
Philip Rivers,IND,526.1,336.1,3921.6,25.3,13.7,13.9,22.8,0.2,2.2,229.6
Derek Carr,LV,487.5,326.8,3662.1,22.3,9.8,25.4,74.4,1.2,2.9,225
Sam Darnold,NYJ,522.7,325.1,3684.8,22.6,15.4,43.3,136.7,1.6,3,224.4
Dwayne Haskins,WAS,435.2,266.8,3043.2,17.1,13.8,29.3,134.3,0.8,2,177
Tua Tagovailoa,MIA,351.7,217.9,2501.8,14.2,10.2,26.3,131,1.1,2.4,151.6
Tyrod Taylor,LAC,300.1,189.8,2120.7,12.3,7.3,40.2,202.4,1.5,1,146.2
Nick Foles,CHI,300.4,196.6,2205.1,13,7.6,15.2,38.7,0.4,1.9,127.8
Mitch Trubisky,CHI,265.3,170,1788.7,10.9,6.5,23.6,122.5,1.1,1,118.9
Justin Herbert,LAC,227.2,140,1674.5,9.7,6.8,25.5,146.5,1.2,1.3,111.1
Ryan Fitzpatrick,MIA,246.7,154.3,1729.3,10.2,7.6,22.7,106.3,1.1,0.8,110.5
Jalen Hurts,PHI,32,18.5,364.0,2,1.2,22.1,115,1.1,2.2,34.1
Marcus Mariota,LV,49.3,31.4,437.5,2.7,1.4,5.9,35.6,0.2,0.3,29.6
Phillip Walker,CAR,57.7,34.8,440.5,2.1,1.9,4,48.3,0.3,0.3,28.6
Alex Smith,WAS,58.9,37.7,421.5,2.6,1.3,9,33.6,0,0.1,27.8
Taysom Hill,NO,10.5,5.5,56.0,0.4,0.1,16,167.6,1,0.2,26
John Wolford,LAR,19,12,335.4,1.7,1.2,1,59.2,0.4,0.2,25.5
Mason Rudolph,PIT,34,21.2,292.1,1.6,1.3,2.9,10.6,0.1,0.2,16.5
Jameis Winston,NO,20.9,13.2,246.2,1.4,0.8,2.1,13.1,0.1,0.2,15.4
Jarrett Stidham,NE,33.1,20.9,232.1,1.4,0.8,3.8,11.8,0.1,0.2,14.3
Logan Woodside,TEN,18,11.5,253.0,1.4,1.1,0.5,5.3,0.1,0.1,14.1
Jacoby Brissett,IND,17.2,10.3,200.4,1.2,0.5,1.6,10.2,0.1,0.2,13.5
Blaine Gabbert,TB,21.8,12.9,218.6,1.4,1,1.8,6.5,0.1,0.1,12.9
Joshua Dobbs,JAC,38.7,22.3,256.3,1,1.3,2.4,9.5,0,0.5,11.8
Jeff Driskel,DEN,21.8,13.1,200.2,1,1.1,1.8,14,0.1,0.1,11.5
Case Keenum,CLE,28.7,18.4,202.7,1.2,0.8,1,3,0,0.2,11.1
Jordan Love,GB,21.9,13.1,152.4,1.1,0.4,3.1,14,0,0.1,11
Andy Dalton,DAL,16.4,10.3,190.3,0.9,0.7,1.4,6.9,0,0.1,10.7
Kyle Allen,WAS,19.3,12.1,207.8,1,1.1,1.3,3.8,0.1,0.1,10.6
Chase Daniel,DET,17.4,10.8,190.4,0.9,0.7,1.5,7.4,0,0.1,10.6
AJ McCarron,HOU,20.2,12.4,188.7,1,0.9,0.8,6.2,0,0.2,10.5
Will Grier,CAR,25.5,15.5,177.0,1,0.5,0.5,3,0,0,10.4
Geno Smith,SEA,21.1,12.1,138.8,1.3,0.4,2.9,3.9,0,0.1,10.2
Colt McCoy,NYG,23.9,14.8,165.2,0.8,0.7,0.8,4,0,0.2,8.7
Matt Barkley,BUF,20.5,12.7,150.4,1,0.7,2.1,4.7,0,0.2,8.7
Robert Griffin,BAL,15.9,10,116.3,0.8,0.7,4,17.2,0.1,0.1,8.6
Ryan Finley,CIN,19.3,11.8,134.2,0.8,0.4,2.3,9.2,0,0.2,8.3
Matt Schaub,ATL,19.4,12.9,143.9,0.8,0.6,1.6,2.1,0,0.1,7.9
Brett Hundley,ARI,17,10.5,111.8,0.8,0.3,2,9.1,0,0.1,7.9
Sean Mannion,MIN,20,11.8,141.5,0.5,0.5,1.5,2,0,0.1,6.6
Chad Henne,KC,15.3,9.5,106.9,0.6,0.2,0.7,3.3,0,0.1,6.5
Trevor Siemian,TEN,13.2,8.1,87.2,0.7,0.2,0.8,3.4,0,0.1,6.3
Nick Mullens,SF,17.8,11.3,130.8,0.6,0.7,1.3,1.4,0,0.1,6.2
Joe Flacco,NYJ,13,8.2,89.7,0.7,0.5,1.1,3.9,0,0.1,5.5
David Blough,DET,11.5,7,79.5,0.5,0.5,2,8.5,0,0,5
Brian Hoyer,NE,10,6,64.5,0.5,0,3,2,0,0,4.8
Mike Glennon,JAC,11.5,7,77.0,0.5,0,1.5,1.5,0,1,3.2
Jacob Eason,IND,10,6,64.0,0,0,1,2,0,0,2.8
James Morgan,NYJ,7,4.1,44.6,0.2,0.2,0.3,1.1,0,0.1,2.4
Jake Fromm,BUF,4,2,27.0,0,0,0,1,0,0,1.2
David Fales,NYJ,0.5,0.5,3.0,0,0,0,0,0,0,0.1
Tommy Stevens,NO,0,0,0.0,0,0,0,0,0,0,0
Garrett Gilbert,CLE,0,0,0.0,0,0,0,0,0,0,0
Josh Rosen,MIA,0,0,0.0,0,0,0,0,0,0,0
Devlin Hodges,PIT,0,0,0.0,0,0,0,0,0,0,0
Ryan Griffin,TB,0,0,0.0,0,0,0,0,0,0,0
C.J. Beathard,SF,0,0,0.0,0,0,0,0,0,0,0
Trace McSorley,BAL,0,0,0.0,0,0,0,0,0,0,0
Tyler Bray,CHI,0,0,0.0,0,0,0,0,0,0,0
Cooper Rush,NYG,0,0,0.0,0,0,0,0,0,0,0
Tim Boyle,GB,0,0,0.0,0,0,0,0,0,0,0
Alex Tanney,NYG,0,0,0.0,0,0,0,0,0,0,0
Matt Moore,KC,0,0,0.0,0,0,0,0,0,0,0
Chad Kelly,IND,0,0,0.0,0,0,0,0,0,0,0
Nate Sudfeld,PHI,0,0,0.0,0,0,0,0,0,0,0
Paxton Lynch,PIT,0,0,0.0,0,0,0,0,0,0,0
Nate Stanley,MIN,0,0,0.0,0,0,0,0,0,0,0
Davis Webb,BUF,0,0,0.0,0,0,0,0,0,0,0
Clayton Thorson,DAL,0,0,0.0,0,0,0,0,0,0,0
Danny Etling,SEA,0,0,0.0,0,0,0,0,0,0,0
Brett Rypien,DEN,0,0,0.0,0,0,0,0,0,0,0
Jake Luton,JAC,0,0,0.0,0,0,0,0,0,0,0
Easton Stick,LAC,0,0,0.0,0,0,0,0,0,0,0
Ben DiNucci,DAL,0,0,0.0,0,0,0,0,0,0,0
Nathan Peterman,LV,0,0,0.0,0,0,0,0,0,0,0
Mike White,NYJ,0,0,0.0,0,0,0,0,0,0,0
Brandon Allen,CIN,0,0,0.0,0,0,0,0,0,0,0
Anthony Gordon,SEA,0,0,0.0,0,0,0,0,0,0,0
